,NV,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,NV_CURR
3/9/21,0.00056444,0.00043754,0.00099511,0.00024107,0.00035236,0.00024107,0.00022428,0.00011501,0.00024107,0.00024107,0.00011501,0.00011501,0.00039843
3/10/21,0.00052619,0.00040612,0.00096007,0.00023044,0.00033875,0.00023032,0.00021684,0.00010964,0.00023029,0.00023029,0.00010961,0.00010961,0.00038525
3/11/21,0.0004904,0.0003768,0.00092485,0.00022029,0.00032549,0.00021996,0.00020955,0.0001045,0.00021989,0.00021989,0.00010443,0.00010443,0.00037237
3/12/21,0.00045695,0.00034946,0.00088963,0.00021045,0.00031254,0.00020998,0.0002024,9.96E-05,0.00020986,0.00020986,9.95E-05,9.95E-05,0.00035979
3/13/21,0.00042572,0.00032399,0.00085458,0.00020096,0.00029992,0.00020035,0.0001954,9.48E-05,0.00020021,0.00020021,9.47E-05,9.47E-05,0.00034751
3/14/21,0.00039657,0.00030028,0.00081984,0.0001931,0.00028802,0.00019134,0.00018875,9.05E-05,0.00019091,0.00019091,9.02E-05,9.02E-05,0.00033554
3/15/21,0.00036938,0.00027823,0.00078554,0.00018647,0.00027674,0.00018286,0.0001824,8.64E-05,0.00018198,0.00018198,8.58E-05,8.58E-05,0.00032388
3/16/21,0.00034403,0.00025773,0.00075181,0.00018019,0.00026578,0.00017471,0.00017624,8.25E-05,0.0001734,0.0001734,8.16E-05,8.16E-05,0.00031253
3/17/21,0.00032041,0.00023868,0.00071873,0.00017591,0.00025563,0.00016723,0.0001706,7.90E-05,0.00016516,0.00016516,7.76E-05,7.76E-05,0.00030149
3/18/21,0.00029841,0.000221,0.00068639,0.00017494,0.00024663,0.00016065,0.00016578,7.62E-05,0.00015726,0.00015726,7.38E-05,7.38E-05,0.00029076
3/19/21,0.00027793,0.00020459,0.00065487,0.00017654,0.00023857,0.00015481,0.00016162,7.39E-05,0.00014968,0.00014968,7.02E-05,7.02E-05,0.00028034
3/20/21,0.00025887,0.00018938,0.00062424,0.00017956,0.00023111,0.00014946,0.00015786,7.19E-05,0.00014243,0.00014243,6.67E-05,6.67E-05,0.00027022
3/21/21,0.00024113,0.00017527,0.00059452,0.00018258,0.00022384,0.00014429,0.00015419,7.00E-05,0.00013548,0.00013548,6.34E-05,6.34E-05,0.00026041
3/22/21,0.00022463,0.0001622,0.00056577,0.0001848,0.00021653,0.00013913,0.00015039,6.80E-05,0.00012883,0.00012883,6.02E-05,6.02E-05,0.0002509
3/23/21,0.00020928,0.00015009,0.000538,0.00018698,0.00020939,0.00013414,0.00014666,6.60E-05,0.00012248,0.00012248,5.72E-05,5.72E-05,0.00024168
3/24/21,0.00019501,0.00013887,0.00051123,0.00018911,0.00020242,0.0001293,0.000143,6.42E-05,0.0001164,0.0001164,5.44E-05,5.44E-05,0.00023275
3/25/21,0.00018173,0.00012848,0.00048546,0.00019074,0.00019549,0.00012453,0.00013929,6.23E-05,0.0001106,0.0001106,5.16E-05,5.16E-05,0.00022411
3/26/21,0.00016939,0.00011887,0.00046071,0.00019204,0.00018865,0.00011985,0.00013558,6.04E-05,0.00010506,0.00010506,4.90E-05,4.90E-05,0.00021575
3/27/21,0.00015792,0.00010997,0.00043696,0.00019311,0.00018195,0.00011529,0.00013188,5.86E-05,9.98E-05,9.98E-05,4.65E-05,4.65E-05,0.00020767
3/28/21,0.00014725,0.00010174,0.0004142,0.00019399,0.00017538,0.00011085,0.00012822,5.67E-05,9.47E-05,9.47E-05,4.42E-05,4.42E-05,0.00019985
3/29/21,0.00013733,9.41E-05,0.00039243,0.00019472,0.00016898,0.00010655,0.0001246,5.50E-05,8.99E-05,8.99E-05,4.19E-05,4.19E-05,0.0001923
3/30/21,0.00012811,8.71E-05,0.00037161,0.0001953,0.00016273,0.00010237,0.00012104,5.32E-05,8.53E-05,8.53E-05,3.98E-05,3.98E-05,0.00018501
3/31/21,0.00011954,8.06E-05,0.00035174,0.00019575,0.00015665,9.83E-05,0.00011753,5.15E-05,8.09E-05,8.09E-05,3.77E-05,3.77E-05,0.00017797
4/1/21,0.00011157,7.45E-05,0.00033279,0.00019606,0.00015074,9.44E-05,0.00011408,4.99E-05,7.68E-05,7.68E-05,3.58E-05,3.58E-05,0.00017117
4/2/21,0.00010416,6.90E-05,0.00031473,0.00019625,0.000145,9.07E-05,0.00011068,4.83E-05,7.28E-05,7.28E-05,3.39E-05,3.39E-05,0.00016462
4/3/21,9.73E-05,6.38E-05,0.00029754,0.0001963,0.00013942,8.70E-05,0.00010736,4.67E-05,6.90E-05,6.90E-05,3.22E-05,3.22E-05,0.00015829
4/4/21,9.08E-05,5.90E-05,0.00028119,0.00019622,0.00013401,8.35E-05,0.00010409,4.52E-05,6.54E-05,6.54E-05,3.05E-05,3.05E-05,0.0001522
4/5/21,8.49E-05,5.46E-05,0.00026565,0.000196,0.00012876,8.01E-05,0.00010089,4.37E-05,6.20E-05,6.20E-05,2.89E-05,2.89E-05,0.00014632
4/6/21,7.93E-05,5.05E-05,0.00025088,0.00019565,0.00012368,7.68E-05,9.78E-05,4.22E-05,5.88E-05,5.88E-05,2.74E-05,2.74E-05,0.00014065
4/7/21,7.42E-05,4.68E-05,0.00023687,0.00019517,0.00011876,7.36E-05,9.47E-05,4.08E-05,5.57E-05,5.57E-05,2.60E-05,2.60E-05,0.0001352
4/8/21,6.94E-05,4.33E-05,0.00022358,0.00019455,0.00011399,7.06E-05,9.17E-05,3.95E-05,5.27E-05,5.27E-05,2.46E-05,2.46E-05,0.00012994
4/9/21,6.49E-05,4.01E-05,0.00021098,0.0001938,0.00010939,6.76E-05,8.87E-05,3.82E-05,4.99E-05,4.99E-05,2.34E-05,2.34E-05,0.00012488
4/10/21,6.07E-05,3.71E-05,0.00019904,0.00019291,0.00010493,6.48E-05,8.59E-05,3.69E-05,4.73E-05,4.73E-05,2.21E-05,2.21E-05,0.00012001
4/11/21,5.68E-05,3.43E-05,0.00018773,0.0001919,0.00010063,6.21E-05,8.31E-05,3.56E-05,4.48E-05,4.48E-05,2.10E-05,2.10E-05,0.00011532
4/12/21,5.32E-05,3.18E-05,0.00017703,0.00019076,9.65E-05,5.94E-05,8.03E-05,3.44E-05,4.24E-05,4.24E-05,1.99E-05,1.99E-05,0.00011081
4/13/21,4.99E-05,2.94E-05,0.0001669,0.00018949,9.25E-05,5.69E-05,7.76E-05,3.32E-05,4.01E-05,4.01E-05,1.88E-05,1.88E-05,0.00010646
4/14/21,4.67E-05,2.72E-05,0.00015733,0.00018809,8.86E-05,5.44E-05,7.50E-05,3.21E-05,3.79E-05,3.79E-05,1.78E-05,1.78E-05,0.00010229
4/15/21,4.38E-05,2.52E-05,0.00014827,0.00018658,8.49E-05,5.21E-05,7.25E-05,3.10E-05,3.59E-05,3.59E-05,1.69E-05,1.69E-05,9.83E-05
4/16/21,4.11E-05,2.34E-05,0.00013972,0.00018495,8.21E-05,5.04E-05,7.08E-05,3.03E-05,3.39E-05,3.39E-05,1.60E-05,1.60E-05,9.44E-05
4/17/21,3.85E-05,2.16E-05,0.00013163,0.0001832,8.00E-05,4.92E-05,6.98E-05,2.99E-05,3.21E-05,3.21E-05,1.51E-05,1.51E-05,9.07E-05
4/18/21,3.62E-05,2.00E-05,0.000124,0.00018135,7.77E-05,4.78E-05,6.85E-05,2.94E-05,3.04E-05,3.04E-05,1.43E-05,1.43E-05,8.71E-05
4/19/21,3.40E-05,1.86E-05,0.00011679,0.00017939,7.53E-05,4.64E-05,6.71E-05,2.88E-05,2.87E-05,2.87E-05,1.36E-05,1.36E-05,8.37E-05
4/20/21,3.19E-05,1.72E-05,0.00010999,0.00017734,7.29E-05,4.49E-05,6.56E-05,2.83E-05,2.71E-05,2.71E-05,1.28E-05,1.28E-05,8.04E-05
4/21/21,3.00E-05,1.59E-05,0.00010357,0.00017519,7.06E-05,4.35E-05,6.41E-05,2.77E-05,2.56E-05,2.56E-05,1.21E-05,1.21E-05,7.72E-05
4/22/21,2.82E-05,1.48E-05,9.75E-05,0.00017295,6.82E-05,4.21E-05,6.26E-05,2.71E-05,2.42E-05,2.42E-05,1.15E-05,1.15E-05,7.42E-05
4/23/21,2.65E-05,1.37E-05,9.18E-05,0.00017063,6.59E-05,4.07E-05,6.11E-05,2.65E-05,2.29E-05,2.29E-05,1.09E-05,1.09E-05,7.12E-05
4/24/21,2.49E-05,1.27E-05,8.64E-05,0.00016823,6.37E-05,3.93E-05,5.96E-05,2.59E-05,2.16E-05,2.16E-05,1.03E-05,1.03E-05,6.84E-05
4/25/21,2.34E-05,1.18E-05,8.13E-05,0.00016576,6.15E-05,3.80E-05,5.81E-05,2.53E-05,2.04E-05,2.04E-05,9.74E-06,9.74E-06,6.57E-05
4/26/21,2.21E-05,1.09E-05,7.66E-05,0.00016322,5.94E-05,3.67E-05,5.66E-05,2.47E-05,1.93E-05,1.93E-05,9.21E-06,9.21E-06,6.31E-05
4/27/21,2.08E-05,1.01E-05,7.20E-05,0.00016062,5.73E-05,3.54E-05,5.52E-05,2.41E-05,1.82E-05,1.82E-05,8.71E-06,8.71E-06,6.06E-05
4/28/21,1.96E-05,9.38E-06,6.78E-05,0.00015797,5.53E-05,3.42E-05,5.38E-05,2.36E-05,1.72E-05,1.72E-05,8.24E-06,8.24E-06,5.82E-05
4/29/21,1.84E-05,8.70E-06,6.38E-05,0.00015527,5.33E-05,3.30E-05,5.24E-05,2.30E-05,1.62E-05,1.62E-05,7.80E-06,7.80E-06,5.59E-05
4/30/21,1.74E-05,8.07E-06,6.00E-05,0.00015252,5.14E-05,3.19E-05,5.10E-05,2.25E-05,1.53E-05,1.53E-05,7.37E-06,7.37E-06,5.37E-05
5/1/21,1.64E-05,7.48E-06,5.65E-05,0.00014974,4.96E-05,3.08E-05,4.96E-05,2.19E-05,1.45E-05,1.45E-05,6.97E-06,6.97E-06,5.16E-05
5/2/21,1.55E-05,6.94E-06,5.31E-05,0.00014693,4.78E-05,2.97E-05,4.83E-05,2.14E-05,1.37E-05,1.37E-05,6.59E-06,6.59E-06,4.96E-05
5/3/21,1.46E-05,6.44E-06,5.00E-05,0.00014409,4.61E-05,2.86E-05,4.70E-05,2.09E-05,1.29E-05,1.29E-05,6.24E-06,6.24E-06,4.76E-05
5/4/21,1.38E-05,5.98E-06,4.70E-05,0.00014122,4.44E-05,2.76E-05,4.57E-05,2.04E-05,1.22E-05,1.22E-05,5.90E-06,5.90E-06,4.57E-05
5/5/21,1.30E-05,5.55E-06,4.42E-05,0.00013834,4.28E-05,2.66E-05,4.44E-05,1.99E-05,1.15E-05,1.15E-05,5.58E-06,5.58E-06,4.39E-05
5/6/21,1.23E-05,5.15E-06,4.16E-05,0.00013545,4.12E-05,2.57E-05,4.31E-05,1.94E-05,1.08E-05,1.08E-05,5.27E-06,5.27E-06,4.22E-05
5/7/21,1.16E-05,4.78E-06,3.91E-05,0.00013255,3.96E-05,2.47E-05,4.19E-05,1.89E-05,1.02E-05,1.02E-05,4.98E-06,4.98E-06,4.05E-05
5/8/21,1.10E-05,4.44E-06,3.68E-05,0.00012965,3.82E-05,2.38E-05,4.07E-05,1.84E-05,9.63E-06,9.63E-06,4.71E-06,4.71E-06,3.89E-05
5/9/21,1.04E-05,4.12E-06,3.46E-05,0.00012675,3.67E-05,2.30E-05,3.95E-05,1.80E-05,9.08E-06,9.08E-06,4.45E-06,4.45E-06,3.74E-05
5/10/21,9.86E-06,3.83E-06,3.25E-05,0.00012386,3.53E-05,2.21E-05,3.84E-05,1.75E-05,8.56E-06,8.56E-06,4.21E-06,4.21E-06,3.59E-05
5/11/21,9.34E-06,3.56E-06,3.06E-05,0.00012098,3.40E-05,2.13E-05,3.73E-05,1.70E-05,8.07E-06,8.07E-06,3.98E-06,3.98E-06,3.45E-05
5/12/21,8.84E-06,3.30E-06,2.88E-05,0.00011811,3.27E-05,2.05E-05,3.61E-05,1.66E-05,7.61E-06,7.61E-06,3.76E-06,3.76E-06,3.32E-05
5/13/21,8.38E-06,3.07E-06,2.70E-05,0.00011525,3.14E-05,1.98E-05,3.51E-05,1.62E-05,7.17E-06,7.17E-06,3.55E-06,3.55E-06,3.19E-05
5/14/21,7.95E-06,2.85E-06,2.54E-05,0.00011242,3.02E-05,1.90E-05,3.40E-05,1.58E-05,6.76E-06,6.76E-06,3.36E-06,3.36E-06,3.06E-05
5/15/21,7.54E-06,2.65E-06,2.39E-05,0.00010961,2.90E-05,1.83E-05,3.30E-05,1.53E-05,6.37E-06,6.37E-06,3.18E-06,3.18E-06,2.94E-05
5/16/21,7.15E-06,2.46E-06,2.25E-05,0.00010682,2.82E-05,1.78E-05,3.23E-05,1.51E-05,6.01E-06,6.01E-06,3.00E-06,3.00E-06,2.83E-05
5/17/21,6.78E-06,2.29E-06,2.11E-05,0.00010407,2.75E-05,1.74E-05,3.19E-05,1.50E-05,5.66E-06,5.66E-06,2.84E-06,2.84E-06,2.72E-05
5/18/21,6.44E-06,2.13E-06,1.99E-05,0.00010134,2.68E-05,1.70E-05,3.14E-05,1.49E-05,5.33E-06,5.33E-06,2.68E-06,2.68E-06,2.61E-05
5/19/21,6.12E-06,1.98E-06,1.87E-05,9.86E-05,2.60E-05,1.66E-05,3.08E-05,1.47E-05,5.02E-06,5.02E-06,2.53E-06,2.53E-06,2.51E-05
5/20/21,5.81E-06,1.84E-06,1.76E-05,9.60E-05,2.53E-05,1.61E-05,3.02E-05,1.45E-05,4.73E-06,4.73E-06,2.39E-06,2.39E-06,2.41E-05
5/21/21,5.52E-06,1.71E-06,1.65E-05,9.34E-05,2.45E-05,1.57E-05,2.96E-05,1.43E-05,4.46E-06,4.46E-06,2.26E-06,2.26E-06,2.32E-05
5/22/21,5.25E-06,1.59E-06,1.55E-05,9.08E-05,2.38E-05,1.53E-05,2.90E-05,1.41E-05,4.20E-06,4.20E-06,2.14E-06,2.14E-06,2.23E-05
5/23/21,5.00E-06,1.48E-06,1.46E-05,8.82E-05,2.31E-05,1.48E-05,2.84E-05,1.39E-05,3.95E-06,3.95E-06,2.02E-06,2.02E-06,2.14E-05
5/24/21,4.75E-06,1.38E-06,1.37E-05,8.57E-05,2.24E-05,1.44E-05,2.78E-05,1.36E-05,3.72E-06,3.72E-06,1.91E-06,1.91E-06,2.06E-05
5/25/21,4.52E-06,1.28E-06,1.29E-05,8.33E-05,2.17E-05,1.40E-05,2.72E-05,1.34E-05,3.50E-06,3.50E-06,1.80E-06,1.80E-06,1.98E-05
5/26/21,4.31E-06,1.19E-06,1.21E-05,8.09E-05,2.10E-05,1.36E-05,2.66E-05,1.32E-05,3.30E-06,3.30E-06,1.70E-06,1.70E-06,1.90E-05
5/27/21,4.10E-06,1.11E-06,1.14E-05,7.85E-05,2.03E-05,1.32E-05,2.60E-05,1.30E-05,3.11E-06,3.11E-06,1.61E-06,1.61E-06,1.83E-05
5/28/21,3.91E-06,1.03E-06,1.07E-05,7.62E-05,1.97E-05,1.28E-05,2.54E-05,1.28E-05,2.92E-06,2.92E-06,1.52E-06,1.52E-06,1.76E-05
5/29/21,3.73E-06,9.62E-07,1.01E-05,7.39E-05,1.91E-05,1.24E-05,2.48E-05,1.26E-05,2.75E-06,2.75E-06,1.44E-06,1.44E-06,1.69E-05
5/30/21,3.55E-06,8.96E-07,9.46E-06,7.17E-05,1.85E-05,1.21E-05,2.42E-05,1.24E-05,2.59E-06,2.59E-06,1.36E-06,1.36E-06,1.62E-05
5/31/21,3.39E-06,8.34E-07,8.90E-06,6.95E-05,1.79E-05,1.17E-05,2.37E-05,1.21E-05,2.44E-06,2.44E-06,1.28E-06,1.28E-06,1.56E-05
6/1/21,3.23E-06,7.77E-07,8.36E-06,6.73E-05,1.73E-05,1.13E-05,2.31E-05,1.19E-05,2.29E-06,2.29E-06,1.21E-06,1.21E-06,1.50E-05
6/2/21,3.09E-06,7.24E-07,7.86E-06,6.53E-05,1.67E-05,1.10E-05,2.25E-05,1.17E-05,2.16E-06,2.16E-06,1.14E-06,1.14E-06,1.44E-05
6/3/21,2.95E-06,6.74E-07,7.39E-06,6.32E-05,1.62E-05,1.07E-05,2.20E-05,1.15E-05,2.03E-06,2.03E-06,1.08E-06,1.08E-06,1.39E-05
6/4/21,2.81E-06,6.28E-07,6.94E-06,6.12E-05,1.56E-05,1.03E-05,2.15E-05,1.13E-05,1.91E-06,1.91E-06,1.02E-06,1.02E-06,1.33E-05
6/5/21,2.69E-06,5.86E-07,6.53E-06,5.93E-05,1.51E-05,1.00E-05,2.09E-05,1.11E-05,1.80E-06,1.80E-06,9.64E-07,9.64E-07,1.28E-05
6/6/21,2.57E-06,5.46E-07,6.14E-06,5.74E-05,1.46E-05,9.71E-06,2.04E-05,1.09E-05,1.69E-06,1.69E-06,9.11E-07,9.11E-07,1.23E-05
6/7/21,2.45E-06,5.09E-07,5.77E-06,5.55E-05,1.41E-05,9.41E-06,1.99E-05,1.07E-05,1.59E-06,1.59E-06,8.61E-07,8.61E-07,1.19E-05
6/8/21,2.35E-06,4.74E-07,5.42E-06,5.37E-05,1.37E-05,9.12E-06,1.94E-05,1.05E-05,1.50E-06,1.50E-06,8.13E-07,8.13E-07,1.14E-05
6/9/21,2.25E-06,4.42E-07,5.10E-06,5.19E-05,1.32E-05,8.83E-06,1.89E-05,1.03E-05,1.41E-06,1.41E-06,7.68E-07,7.68E-07,1.10E-05
6/10/21,2.15E-06,4.13E-07,4.79E-06,5.02E-05,1.28E-05,8.55E-06,1.84E-05,1.01E-05,1.32E-06,1.32E-06,7.26E-07,7.26E-07,1.06E-05
6/11/21,2.06E-06,3.85E-07,4.50E-06,4.85E-05,1.23E-05,8.28E-06,1.79E-05,9.89E-06,1.25E-06,1.25E-06,6.86E-07,6.86E-07,1.02E-05
6/12/21,1.97E-06,3.59E-07,4.23E-06,4.69E-05,1.19E-05,8.02E-06,1.75E-05,9.70E-06,1.17E-06,1.17E-06,6.48E-07,6.48E-07,9.78E-06
6/13/21,1.88E-06,3.35E-07,3.98E-06,4.53E-05,1.15E-05,7.76E-06,1.70E-05,9.51E-06,1.10E-06,1.10E-06,6.12E-07,6.12E-07,9.41E-06
