,NV,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,NV_CURR
1/11/21,0.0030818,0.0030818,0.0030818,0.0030818,0.0030818,0.0030818,0.0030818,0.0030818,0.0030818,0.0030818,0.0030818,0.0030818,0.0030818
1/12/21,0.0034235,0.003416,0.0030921,0.0030921,0.0030921,0.0030921,0.0030283,0.0030283,0.0030921,0.0030921,0.0030283,0.0030283,0.0030963
1/13/21,0.0040394,0.004017,0.0031158,0.0031158,0.0031158,0.0031158,0.0029414,0.0029414,0.0031158,0.0031158,0.0029414,0.0029414,0.0031277
1/14/21,0.0046141,0.0045751,0.003142,0.003142,0.003142,0.003142,0.0028746,0.0028746,0.003142,0.003142,0.0028746,0.0028746,0.0031614
1/15/21,0.005191,0.0051323,0.0031689,0.0031689,0.0031689,0.0031689,0.0028191,0.0028191,0.0031689,0.0031689,0.0028191,0.0028191,0.003196
1/16/21,0.0057912,0.0057081,0.0031951,0.0031951,0.0031951,0.0031951,0.0027697,0.0027697,0.0031951,0.0031951,0.0027697,0.0027697,0.0032304
1/17/21,0.0064239,0.0063089,0.0032189,0.0032189,0.0032189,0.0032189,0.0027227,0.0027227,0.0032189,0.0032189,0.0027227,0.0027227,0.0032639
1/18/21,0.0070911,0.0069355,0.0032395,0.0032395,0.0032395,0.0032395,0.0026765,0.0026765,0.0032395,0.0032395,0.0026765,0.0026765,0.0032959
1/19/21,0.0077905,0.0075849,0.0032567,0.0032567,0.0032567,0.0032567,0.0026301,0.0026301,0.0032567,0.0032567,0.0026301,0.0026301,0.003326
1/20/21,0.0085162,0.0082504,0.00327,0.00327,0.00327,0.00327,0.002583,0.002583,0.00327,0.00327,0.002583,0.002583,0.0033537
1/21/21,0.0092595,0.0089232,0.0032793,0.0032793,0.0032793,0.0032793,0.002535,0.002535,0.0032793,0.0032793,0.002535,0.002535,0.0033789
1/22/21,0.010009,0.0095922,0.0032844,0.0032844,0.0032844,0.0032844,0.002486,0.002486,0.0032844,0.0032844,0.002486,0.002486,0.0034011
1/23/21,0.010751,0.010245,0.0032851,0.0032851,0.0032851,0.0032851,0.0024358,0.0024358,0.0032851,0.0032851,0.0024358,0.0024358,0.0034203
1/24/21,0.011472,0.010867,0.0032813,0.0032813,0.0032813,0.0032813,0.0023847,0.0023847,0.0032813,0.0032813,0.0023847,0.0023847,0.0034363
1/25/21,0.012155,0.011446,0.0032729,0.0032729,0.0032729,0.0032729,0.0023325,0.0023325,0.0032729,0.0032729,0.0023325,0.0023325,0.0034489
1/26/21,0.012784,0.011968,0.0032599,0.0032599,0.0032599,0.0032599,0.0022794,0.0022794,0.0032599,0.0032599,0.0022794,0.0022794,0.0034579
1/27/21,0.013346,0.01242,0.0032424,0.0032424,0.0032424,0.0032424,0.0022256,0.0022256,0.0032424,0.0032424,0.0022256,0.0022256,0.0034633
1/28/21,0.013825,0.012794,0.0032204,0.0032204,0.0032204,0.0032204,0.002171,0.002171,0.0032204,0.0032204,0.002171,0.002171,0.0034649
1/29/21,0.014213,0.01308,0.003194,0.003194,0.003194,0.003194,0.0021159,0.0021159,0.003194,0.003194,0.0021159,0.0021159,0.0034628
1/30/21,0.0145,0.013275,0.0031632,0.0031632,0.0031632,0.0031632,0.0020604,0.0020604,0.0031632,0.0031632,0.0020604,0.0020604,0.0034569
1/31/21,0.014683,0.013375,0.0031282,0.0031282,0.0031282,0.0031282,0.0020045,0.0020045,0.0031282,0.0031282,0.0020045,0.0020045,0.0034471
2/1/21,0.014761,0.013383,0.0030892,0.0030892,0.0030892,0.0030892,0.0019485,0.0019485,0.0030892,0.0030892,0.0019485,0.0019485,0.0034335
2/2/21,0.014735,0.013301,0.0030508,0.0030464,0.0030473,0.0030464,0.001893,0.0018924,0.0030464,0.0030464,0.0018924,0.0018924,0.0034161
2/3/21,0.014611,0.013135,0.0031189,0.003,0.0030237,0.003,0.0018525,0.0018363,0.003,0.003,0.0018363,0.0018363,0.0033949
2/4/21,0.014395,0.012892,0.0034326,0.0029503,0.0030459,0.0029503,0.0018453,0.0017805,0.0029503,0.0029503,0.0017805,0.0017805,0.0033701
2/5/21,0.014097,0.012582,0.0038394,0.0028978,0.003082,0.0028978,0.0018491,0.0017252,0.0028978,0.0028978,0.0017252,0.0017252,0.0033417
2/6/21,0.013726,0.012212,0.0041861,0.0028426,0.0031001,0.0028426,0.0018422,0.0016704,0.0028426,0.0028426,0.0016704,0.0016704,0.0033098
2/7/21,0.013294,0.011794,0.0045019,0.0027851,0.0031059,0.0027851,0.0018286,0.0016162,0.0027851,0.0027851,0.0016162,0.0016162,0.0032746
2/8/21,0.01281,0.011337,0.0048006,0.0027254,0.0031025,0.0027254,0.0018105,0.0015628,0.0027254,0.0027254,0.0015628,0.0015628,0.0032362
2/9/21,0.012287,0.010849,0.0050885,0.0026638,0.003092,0.0026638,0.0017894,0.0015101,0.0026638,0.0026638,0.0015101,0.0015101,0.0031948
2/10/21,0.011733,0.01034,0.0053674,0.0026006,0.0030755,0.0026006,0.001766,0.0014582,0.0026006,0.0026006,0.0014582,0.0014582,0.0031506
2/11/21,0.01116,0.0098173,0.0056366,0.0025361,0.0030538,0.0025361,0.0017409,0.0014072,0.0025361,0.0025361,0.0014072,0.0014072,0.0031037
2/12/21,0.010575,0.0092886,0.0058945,0.0024705,0.0030274,0.0024705,0.0017145,0.0013572,0.0024705,0.0024705,0.0013572,0.0013572,0.0030543
2/13/21,0.0099869,0.00876,0.0061385,0.0024041,0.0029965,0.0024041,0.0016868,0.0013082,0.0024041,0.0024041,0.0013082,0.0013082,0.0030028
2/14/21,0.0094016,0.0082369,0.006366,0.002337,0.0029616,0.002337,0.0016582,0.0012603,0.002337,0.002337,0.0012603,0.0012603,0.0029491
2/15/21,0.0088252,0.0077238,0.0065742,0.0022695,0.0029229,0.0022695,0.0016286,0.0012134,0.0022695,0.0022695,0.0012134,0.0012134,0.0028937
2/16/21,0.0082625,0.0072245,0.0067607,0.0022018,0.0028807,0.0022018,0.0015983,0.0011677,0.0022018,0.0022018,0.0011677,0.0011677,0.0028366
2/17/21,0.0077172,0.0067419,0.0069231,0.0021341,0.0028352,0.0021341,0.0015673,0.001123,0.0021341,0.0021341,0.001123,0.001123,0.0027781
2/18/21,0.0071923,0.0062783,0.0070595,0.0020666,0.0027866,0.0020666,0.0015357,0.0010796,0.0020666,0.0020666,0.0010796,0.0010796,0.0027185
2/19/21,0.00669,0.0058353,0.0071684,0.0019994,0.0027354,0.0019994,0.0015035,0.0010372,0.0019994,0.0019994,0.0010372,0.0010372,0.0026578
2/20/21,0.0062119,0.0054141,0.0072488,0.0019328,0.0026817,0.0019328,0.001471,0.0009961,0.0019328,0.0019328,0.0009961,0.0009961,0.0025964
2/21/21,0.0057589,0.0050154,0.0073003,0.0018668,0.0026257,0.0018668,0.001438,0.00095614,0.0018668,0.0018668,0.00095614,0.00095614,0.0025343
2/22/21,0.0053315,0.0046393,0.0073226,0.0018016,0.0025679,0.0018016,0.0014048,0.00091734,0.0018016,0.0018016,0.00091734,0.00091734,0.0024718
2/23/21,0.0049296,0.0042858,0.0073162,0.0017373,0.0025083,0.0017373,0.0013713,0.00087973,0.0017373,0.0017373,0.00087973,0.00087973,0.002409
2/24/21,0.004553,0.0039546,0.0072819,0.0016741,0.0024473,0.0016741,0.0013377,0.00084328,0.0016741,0.0016741,0.00084328,0.00084328,0.0023462
2/25/21,0.004201,0.0036451,0.007221,0.001612,0.0023851,0.001612,0.001304,0.000808,0.001612,0.001612,0.000808,0.000808,0.0022834
2/26/21,0.0038731,0.0033566,0.007135,0.001551,0.002322,0.001551,0.0012702,0.00077386,0.001551,0.001551,0.00077386,0.00077386,0.0022209
2/27/21,0.0035681,0.0030883,0.0070258,0.0014914,0.0022582,0.0014914,0.0012366,0.00074087,0.0014914,0.0014914,0.00074087,0.00074087,0.0021586
2/28/21,0.003285,0.0028393,0.0068953,0.0014331,0.0021939,0.0014331,0.001203,0.000709,0.0014331,0.0014331,0.000709,0.000709,0.0020969
3/1/21,0.0030229,0.0026086,0.0067458,0.0013762,0.0021293,0.0013762,0.0011695,0.00067823,0.0013762,0.0013762,0.00067823,0.00067823,0.0020356
3/2/21,0.0027804,0.0023952,0.0065796,0.0013208,0.0020646,0.0013208,0.0011363,0.00064855,0.0013208,0.0013208,0.00064855,0.00064855,0.0019751
3/3/21,0.0025564,0.0021981,0.006399,0.0012668,0.002,0.0012668,0.0011034,0.00061995,0.0012668,0.0012668,0.00061995,0.00061995,0.0019153
3/4/21,0.0023499,0.0020163,0.0062064,0.0012143,0.0019356,0.0012143,0.0010707,0.00059239,0.0012143,0.0012143,0.00059239,0.00059239,0.0018564
3/5/21,0.0021595,0.0018488,0.0060039,0.0011634,0.0018717,0.0011634,0.0010384,0.00056585,0.0011634,0.0011634,0.00056585,0.00056585,0.0017984
3/6/21,0.0019843,0.0016946,0.0057938,0.001114,0.0018084,0.001114,0.0010065,0.00054033,0.001114,0.001114,0.00054033,0.00054033,0.0017414
3/7/21,0.0018232,0.0015528,0.0055781,0.0010661,0.0017458,0.0010661,0.00097497,0.00051577,0.0010661,0.0010661,0.00051577,0.00051577,0.0016854
3/8/21,0.001675,0.0014225,0.0053587,0.0010198,0.001684,0.0010198,0.00094394,0.00049218,0.0010198,0.0010198,0.00049218,0.00049218,0.0016305
3/9/21,0.001539,0.0013029,0.0051374,0.00097497,0.0016231,0.00097497,0.00091339,0.00046952,0.00097497,0.00097497,0.00046952,0.00046952,0.0015768
3/10/21,0.001414,0.0011931,0.0049158,0.00093281,0.0015636,0.00093193,0.00088362,0.00044791,0.00093171,0.00093171,0.00044776,0.00044776,0.0015242
3/11/21,0.0012994,0.0010924,0.0046952,0.00089288,0.0015053,0.00089053,0.00085457,0.00042728,0.00088995,0.00088995,0.00042688,0.00042688,0.0014728
3/12/21,0.0011942,0.0010002,0.0044769,0.00085406,0.0014481,0.00085054,0.00082599,0.00040745,0.00084969,0.00084969,0.00040685,0.00040685,0.0014226
3/13/21,0.0010977,0.00091565,0.0042621,0.00081649,0.0013921,0.00081197,0.00079793,0.00038842,0.00081091,0.00081091,0.00038766,0.00038766,0.0013736
3/14/21,0.0010093,0.00083825,0.0040515,0.0007853,0.0013392,0.00077582,0.00077126,0.00037056,0.00077357,0.00077357,0.00036926,0.00036926,0.0013259
3/15/21,0.00092822,0.00076738,0.0038461,0.00075902,0.0012887,0.00074175,0.00074577,0.00035373,0.00073766,0.00073766,0.00035165,0.00035165,0.0012795
3/16/21,0.0008539,0.00070251,0.0036464,0.00073491,0.0012398,0.00070917,0.00072115,0.00033778,0.00070315,0.00070315,0.00033479,0.00033479,0.0012342
3/17/21,0.00078577,0.00064315,0.0034529,0.00072148,0.0011951,0.00067972,0.00069918,0.00032359,0.00067001,0.00067001,0.00031867,0.00031867,0.0011903
3/18/21,0.00072332,0.00058885,0.0032661,0.00072678,0.0011569,0.00065493,0.00068161,0.00031199,0.00063822,0.00063822,0.00030325,0.00030325,0.0011476
3/19/21,0.00066607,0.00053919,0.0030862,0.0007479,0.0011244,0.00063409,0.00066774,0.00030253,0.00060772,0.00060772,0.00028852,0.00028852,0.0011061
3/20/21,0.00061359,0.00049377,0.0029135,0.00077856,0.0010954,0.00061578,0.00065626,0.00029454,0.0005785,0.0005785,0.00027444,0.00027444,0.0010659
3/21/21,0.00056548,0.00045225,0.0027481,0.00081039,0.0010671,0.00059818,0.0006452,0.00028698,0.00055051,0.00055051,0.000261,0.000261,0.0010268
3/22/21,0.00052136,0.00041428,0.0025899,0.00083806,0.0010379,0.00058016,0.00063313,0.00027907,0.00052372,0.00052372,0.00024816,0.00024816,0.00098903
3/23/21,0.0004809,0.00037956,0.0024391,0.00086606,0.0010091,0.0005626,0.00062121,0.0002714,0.00049809,0.00049809,0.00023591,0.00023591,0.0009524
3/24/21,0.00044378,0.00034782,0.0022954,0.00089418,0.0009806,0.00054544,0.00060938,0.00026394,0.00047358,0.00047358,0.00022423,0.00022423,0.00091693
3/25/21,0.00040973,0.0003188,0.0021589,0.00091992,0.00095175,0.00052819,0.00059701,0.00025638,0.00045016,0.00045016,0.00021308,0.00021308,0.00088262
3/26/21,0.00037847,0.00029227,0.0020292,0.00094425,0.00092288,0.00051107,0.00058435,0.00024884,0.00042778,0.00042778,0.00020246,0.00020246,0.00084943
3/27/21,0.00034978,0.00026801,0.0019064,0.00096766,0.0008942,0.0004942,0.00057155,0.00024138,0.00040641,0.00040641,0.00019233,0.00019233,0.00081734
3/28/21,0.00032342,0.00024582,0.0017901,0.00099037,0.00086585,0.00047765,0.0005587,0.00023405,0.00038602,0.00038602,0.00018268,0.00018268,0.00078634
3/29/21,0.00029921,0.00022553,0.0016801,0.0010125,0.00083792,0.00046145,0.00054586,0.00022687,0.00036656,0.00036656,0.00017349,0.00017349,0.00075639
3/30/21,0.00027697,0.00020697,0.0015762,0.0010341,0.00081046,0.00044564,0.00053307,0.00021984,0.000348,0.000348,0.00016474,0.00016474,0.00072747
3/31/21,0.00025652,0.00018999,0.0014782,0.001055,0.00078351,0.00043022,0.00052035,0.00021299,0.00033031,0.00033031,0.0001564,0.0001564,0.00069957
4/1/21,0.00023771,0.00017445,0.0013858,0.0010753,0.0007571,0.00041521,0.00050772,0.0002063,0.00031345,0.00031345,0.00014847,0.00014847,0.00067264
4/2/21,0.0002204,0.00016023,0.0012988,0.0010949,0.00073124,0.00040059,0.00049519,0.00019979,0.00029739,0.00029739,0.00014092,0.00014092,0.00064667
4/3/21,0.00020447,0.00014721,0.0012168,0.0011138,0.00070597,0.00038637,0.00048278,0.00019344,0.00028209,0.00028209,0.00013373,0.00013373,0.00062163
4/4/21,0.0001898,0.00013529,0.0011398,0.0011318,0.00068127,0.00037256,0.0004705,0.00018726,0.00026753,0.00026753,0.0001269,0.0001269,0.00059749
4/5/21,0.00017629,0.00012438,0.0010673,0.0011488,0.00065717,0.00035913,0.00045836,0.00018124,0.00025367,0.00025367,0.0001204,0.0001204,0.00057423
4/6/21,0.00016383,0.00011438,0.00099928,0.0011649,0.00063366,0.00034609,0.00044636,0.00017539,0.00024048,0.00024048,0.00011422,0.00011422,0.00055183
4/7/21,0.00015235,0.00010522,0.00093539,0.0011799,0.00061075,0.00033343,0.00043451,0.0001697,0.00022793,0.00022793,0.00010834,0.00010834,0.00053025
4/8/21,0.00014175,9.68E-05,0.00087543,0.0011938,0.00058845,0.00032115,0.00042282,0.00016416,0.000216,0.000216,0.00010275,0.00010275,0.00050947
