,NV,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,NV_CURR
1/11/21,0.0007414,0.0007414,0.0007414,0.0007414,0.0007414,0.0007414,0.0007414,0.0007414,0.0007414,0.0007414,0.0007414,0.0007414,0.0007414
1/12/21,0.00082951,0.00082749,0.00074702,0.00074702,0.00074702,0.00074702,0.00073116,0.00073116,0.00074702,0.00074702,0.00073116,0.00073116,0.00074814
1/13/21,0.00098817,0.00098211,0.00075806,0.00075806,0.00075806,0.00075806,0.00071473,0.00071473,0.00075806,0.00075806,0.00071473,0.00071473,0.00076128
1/14/21,0.0011358,0.0011252,0.00076861,0.00076861,0.00076861,0.00076861,0.00070212,0.00070212,0.00076861,0.00076861,0.00070212,0.00070212,0.00077387
1/15/21,0.0012834,0.0012676,0.00077851,0.00077851,0.00077851,0.00077851,0.00069144,0.00069144,0.00077851,0.00077851,0.00069144,0.00069144,0.00078584
1/16/21,0.0014366,0.0014142,0.00078758,0.00078758,0.00078758,0.00078758,0.00068162,0.00068162,0.00078758,0.00078758,0.00068162,0.00068162,0.00079713
1/17/21,0.0015978,0.0015668,0.00079555,0.00079555,0.00079555,0.00079555,0.00067189,0.00067189,0.00079555,0.00079555,0.00067189,0.00067189,0.00080771
1/18/21,0.0017675,0.0017258,0.00080237,0.00080237,0.00080237,0.00080237,0.00066195,0.00066195,0.00080237,0.00080237,0.00066195,0.00066195,0.00081753
1/19/21,0.0019453,0.0018904,0.00080801,0.00080801,0.00080801,0.00080801,0.00065166,0.00065166,0.00080801,0.00080801,0.00065166,0.00065166,0.00082657
1/20/21,0.0021298,0.002059,0.00081246,0.00081246,0.00081246,0.00081246,0.00064095,0.00064095,0.00081246,0.00081246,0.00064095,0.00064095,0.00083479
1/21/21,0.0023188,0.0022295,0.0008157,0.0008157,0.0008157,0.0008157,0.0006298,0.0006298,0.0008157,0.0008157,0.0006298,0.0006298,0.00084215
1/22/21,0.0025096,0.0023992,0.00081772,0.00081772,0.00081772,0.00081772,0.00061822,0.00061822,0.00081772,0.00081772,0.00061822,0.00061822,0.00084864
1/23/21,0.002699,0.002565,0.00081849,0.00081849,0.00081849,0.00081849,0.00060624,0.00060624,0.00081849,0.00081849,0.00060624,0.00060624,0.00085423
1/24/21,0.0028832,0.0027235,0.00081802,0.00081802,0.00081802,0.00081802,0.00059387,0.00059387,0.00081802,0.00081802,0.00059387,0.00059387,0.00085888
1/25/21,0.0030585,0.0028713,0.00081632,0.00081632,0.00081632,0.00081632,0.00058117,0.00058117,0.00081632,0.00081632,0.00058117,0.00058117,0.00086259
1/26/21,0.0032209,0.0030053,0.00081338,0.00081338,0.00081338,0.00081338,0.00056816,0.00056816,0.00081338,0.00081338,0.00056816,0.00056816,0.00086533
1/27/21,0.0033667,0.0031224,0.00080923,0.00080923,0.00080923,0.00080923,0.00055489,0.00055489,0.00080923,0.00080923,0.00055489,0.00055489,0.00086709
1/28/21,0.0034925,0.00322,0.0008039,0.0008039,0.0008039,0.0008039,0.0005414,0.0005414,0.0008039,0.0008039,0.0005414,0.0005414,0.00086786
1/29/21,0.0035957,0.0032962,0.0007974,0.0007974,0.0007974,0.0007974,0.00052772,0.00052772,0.0007974,0.0007974,0.00052772,0.00052772,0.00086764
1/30/21,0.0036742,0.0033497,0.00078978,0.00078978,0.00078978,0.00078978,0.00051389,0.00051389,0.00078978,0.00078978,0.00051389,0.00051389,0.00086641
1/31/21,0.0037268,0.0033799,0.00078108,0.00078108,0.00078108,0.00078108,0.00049996,0.00049996,0.00078108,0.00078108,0.00049996,0.00049996,0.00086419
2/1/21,0.0037531,0.0033869,0.00077135,0.00077135,0.00077135,0.00077135,0.00048595,0.00048595,0.00077135,0.00077135,0.00048595,0.00048595,0.00086098
